CNPJ,Endereço Completo,Latitude,Longitude,Região
,"DO CAFE, 156, VILA GUARANI, SAO PAULO, SP",-23.635652,-46.6399683,
,"MIGUEL FRIAS E VASCONCELOS, 1.205, TERREO, JAGUARE, SAO PAULO, SP",-23.5475,-46.63611,
,"AEROPORTO, 514, ROCIO, IGUAPE, SP",-24.7152349,-47.5704372,
,"PASSO DA PATRIA, 1651, VILA LEOPOLDINA, SAO PAULO, SP",-23.5264392,-46.7286917,
,"DAS CAMELIAS, 77, CENTRO COMERCIAL DE ALPHAVILLE, ALPHAVILLE, BARUERI, SP",-23.4981718,-46.8504592,
,"PASCOAL SANTI, 328, VILLAREJO SOPE DA SERRA (VILAREJO), CABREUVA, SP",-23.2755188,-47.0599521,
05218394000172,"Avenida RAIMUNDO PEREIRA DE MAGALHAES, 14000, Pirituba, São Paulo, São Paulo",-23.4973896,-46.7266245,São Paulo
61274247000190,"Avenida FUNDIBEM, S/N, Jardim Casa Grande, Diadema, São Paulo",-23.7035411,-46.5949433,Diadema
14245386000106,"Rua RIBEIRO DE LIMA, 610, Bom Retiro, São Paulo, São Paulo",-23.5312906,-46.6386411,São Paulo
15724330000105,"Rua JAGUARIUNA, 644, DISTR.INDUSTRIAL, Holambra, São Paulo",-22.63306,-47.05556,Holambra
61233151001156,"Avenida PIO XII, 900, Jardim Porto Alegre, Capivari, São Paulo",-22.995,-47.50778,Capivari
61233151001237,"Rua SIQUEIRA CAMPOS, 1923, Centro, Pirassununga, São Paulo",-21.99611,-47.42583,Pirassununga
61233151002047,"Avenida ANTONIO JOAQUIM MENDES, 471, Centro, Pirassununga, São Paulo",-21.99611,-47.42583,Pirassununga
61233151001741,"Rua RAFAEL DE BARROS, 778, Centro, Leme, São Paulo",-22.1852455,-47.3901636,Leme
61233151002128,"Rua PRESIDENTE PRUDENTE, 101, Cidade Jardim, Limeira, São Paulo",-22.56472,-47.40167,Limeira
61233151002632,"Avenida DOUTOR ADILSON RODRIGUES, S/N, JD.DAS SAMAMBAIAS, Jundiaí, São Paulo",-23.18639,-46.88417,Jundiaí
61233151002713,"Rua NANCY CARLOTA NETTO, 501, Parque Residencial Eloy Chaves, Jundiaí, São Paulo",-23.1805427,-46.96373,Jundiaí
61233151003108,"Rua RUA JUNDIAI, 380, JARDIM PRIMAVERA, Itupeva, São Paulo",-23.1548565,-47.0544653,Itupeva
61233151003280,"Avenida BENEDITO STORANI, 347, Centro, Vinhedo, São Paulo",-23.0270563,-46.9783376,Vinhedo
61233151003361,"Avenida MARIA THEREZA S. DE BARROS CAMARGO, 1525, JARDIM SANTO ANDRE, Limeira, São Paulo",-23.66389,-46.53833,Santo André
61233151003876,"Avenida JOAQUIM LOPES AGUILLA, 2420, BARRA FUNDA, Leme, São Paulo",-22.18556,-47.39028,Leme
19073771000307,"Rua PEROLA, 350, JARDIM SANTA ESMERALDA, Hortolândia, São Paulo",-22.9081539,-47.194098,Hortolândia
02196351000145,"Rua AMAMBAI, 1215, Vila Maria, São Paulo, São Paulo",-23.5177931,-46.5853263,São Paulo
28021619000878,"Rua CYNIRA MARQUES CEZAR, 100, SAO JUDAS TADEU, Santo Antônio de Posse, São Paulo",-22.6073243,-46.9072778,Santo Antônio de Posse
28021619000606,"Avenida RINALDI, 1100, RES.CORACAO DE JESUS, Jaguariúna, São Paulo",-22.6761408,-46.9920567,Jaguariúna
50948371002545,"Rua AVENIDA ANTONIO CARLOS COMITRE, 510, Parque Campolim, Sorocaba, São Paulo",-23.52819,-47.46832,Sorocaba
28021619000797,"Rua DR.ARTHUR MOREIRA DE ALMEIDA, 384, VILA SAO JOSE, Pedreira, São Paulo",-22.7476542,-46.8985023,Pedreira
47448840000185,"Rua NOVA YORK, 570, Brooklin Paulista, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
49517627000103,"Rua MARCIA PIERRONI, 78, ITU NOVO CENTRO, Itu, São Paulo",-23.26417,-47.29917,Itu
11114172000102,"Rua CRISTOVAO DINIZ, 599, JARDIM DO ESTADIO, Itu, São Paulo",-23.2825872,-47.2874574,Itu
05897385000155,"Rua JOAO LEITE, 39, Centro, Boituva, São Paulo",-23.2858028,-47.6746236,Boituva
71676316002785,"Rua MARTIM FRANCISCO, 753, Vila Buarque, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
71676316002351,"Avenida REBOUCAS, 1001, CERQUEIRA CESAR, São Paulo, São Paulo",-23.5603809,-46.6713758,São Paulo
71676316002270,"Rua VOLUNTARIOS DA PATRIA, S/N, Santana, São Paulo, São Paulo",-23.4944879,-46.6263702,São Paulo
71676316002009,"Avenida YOJIRO TAKAOKA, 4630, ALPHAVILLE - CENTRO DE APOIO I, Santana de Parnaíba, São Paulo",-0.05833,-51.18167,Santana
71676316001975,"Alameda RIO NEGRO, 1456, Alphaville Industrial, Barueri, São Paulo",-23.51056,-46.87611,Barueri
71676316001622,"Avenida ANGELICA, 526, SANTA CECILIA, São Paulo, São Paulo",-23.5374825,-46.654665,São Paulo
71676316001380,"Rua TURIASSU, 1205, Perdizes, São Paulo, São Paulo",-23.5315747,-46.6746778,São Paulo
71676316001207,"Rua CANARIO, 390, INDIANOPOLIS, São Paulo, São Paulo",-23.5996044,-46.6653552,São Paulo
71676316000570,"Rua SERRA DE BOTUCATU, 1703, Tatuapé, São Paulo, São Paulo",-23.5409791,-46.5552198,São Paulo
43092644000160,"Avenida PROFESSOR JOAO DE LORENZO, 526, JARDIM SAO JORGE, São Paulo, São Paulo",-23.596056,-46.782882,São Paulo
45707666000112,"Rua PROFESSORA NINA STOCCO, 845, Jardim Catanduva, São Paulo, São Paulo",-23.635819,-46.7592408,São Paulo
71676316000901,"Avenida GIOVANNI GRONCHI, 2799, Morumbi, São Paulo, São Paulo",-23.5958042,-46.7142289,São Paulo
71676316000812,"Avenida VEREADOR JOSÉ DINIZ, 2329, Brooklin Paulista, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
71676316000499,"Rua DEPUTADO LACERDA FRANCO, 553, Pinheiros, São Paulo, São Paulo",-23.5606538,-46.6928092,São Paulo
71676316000227,"Rua ALIANÇA LIBERAL, 322, Vila Leopoldina, São Paulo, São Paulo",-23.5222368,-46.7253714,São Paulo
67964080000176,"Rua DOMENICO FERRARA, 32, Jaraguá, São Paulo, São Paulo",-23.4516587,-46.7458602,São Paulo
18810287000180,"Rua EDSON PETRI, 215, COLINAS MAIRIPORA II, Mairiporã, São Paulo",-23.2731589,-46.5904345,Mairiporã
50552967000154,"Praça COMENDADOR NICOLAU SCARPA, 80, Centro, Sorocaba, São Paulo",-23.4980894,-47.4605758,Sorocaba
27446487000197,"Avenida DOS TRES PODERES, 608, RES.CENTRAL PARQUE, Salto, São Paulo",-23.20083,-47.28694,Salto
47443176000181,"Avenida SAO JOAO, 2555, JARDIM DAS COLINAS, São José dos Campos, São Paulo",-23.17944,-45.88694,São José dos Campos
06057223049260,"Rua SENHORA MARIA APARECIDA PESSUTTI MILLEGO, 250, Parque Campolim, Sorocaba, São Paulo",-23.52819,-47.46832,Sorocaba
06057223053704,"Rua MARIA CINTO DE BIAGGI, 164,  Jardim Santa Rosalia, Sorocaba, São Paulo",-23.4901946,-47.4450244,Sorocaba
52829322000141,"Avenida Amador Bueno da Veiga, 3025, Penha, São Paulo, São Paulo",-23.5218536,-46.5170071,São Paulo
60960713000129,"Avenida PROFESSOR FRANCISCO MORATO, 3030, BUTANTA, São Paulo, São Paulo",-23.5725279,-46.7043904,São Paulo
60465093000151,"Rua Miguel  Rodrigues, 112, Vila Beatriz, São Paulo, São Paulo",-23.5495916,-46.6980264,São Paulo
47112268000189,"Rua AMADOR BUENO, 229, Santo Amaro, São Paulo, São Paulo",-23.6531847,-46.7102133,São Paulo
32902981000159,"Avenida PEREIRA BARRETO, 42, PARAISO, Santo André, São Paulo",-23.6677389,-46.5334051,Santo André
13845269000110,"Avenida DOUTOR JOAO BATISTA SOARES DE QUEIROZ JU, 398, JARDIM DAS INDUSTRIAS, São José dos Campos, São Paulo",-21.48028,-56.13806,Jardim
18926996000126,"Praça COMANDANTE EDUARDO DE OLIVEIRA, 126, Parque Edu Chaves, São Paulo, São Paulo",-23.4762218,-46.5644893,São Paulo
45161273000156,"Rua JOSE VIEIRA GUIMARAES, 130, JARDIM SANTA TERESINHA, São Paulo, São Paulo",-23.5233272,-46.4251563,São Paulo
47675130000198,"Rua SILVIO LAZZARI, 31, Vila Gustavo, São Paulo, São Paulo",-23.4870492,-46.5990058,São Paulo
47883566000172,"Avenida SANTA MONICA, 690, Jardim Santa Monica, São Paulo, São Paulo",-23.4762246,-46.7478914,São Paulo
49120337000121,"Avenida ATALAIA DO NORTE, 527, JARDIM CUMBICA (JARDIM PRESIDE, Guarulhos, São Paulo",-23.4532507,-46.4388941,Guarulhos
12968929000198,"Avenida Braz Leme, 2040, Santana, São Paulo, São Paulo",-23.5048653,-46.6409346,São Paulo
14788685000197,"Avenida DR GASTAO VIDIGAL, 1946, VL LEOPOLDINA, São Paulo, São Paulo",-23.536284,-46.7376947,São Paulo
08281654000142,"Rua Professor Atilio Innocenti, 29, Vila Nova Conceição, São Paulo, São Paulo",-23.70114,-48.10404,Itapetininga
03731886000131,"Rua DOUTOR JOAO RIBEIRO, 304, PENHA DE FRANCA, São Paulo, São Paulo",-23.5251778,-46.5467519,São Paulo
10835400000170,"Avenida AUTONOMISTAS, DOS, 1400, Vila Yara, Osasco, São Paulo",-23.5389781,-46.7653358,Osasco
57174248000196,"Avenida IGUATEMI, 777, Vila Brandina, Campinas, São Paulo",-22.8924024,-47.0272094,Campinas
04966066000191,"Rua DOMINGOS DE MORAIS, 2564, Vila Mariana, São Paulo, São Paulo",-23.5990047,-46.6369432,São Paulo
13063363000118,"Rua José Getulio, 142, Liberdade, São Paulo, São Paulo",-23.5672233,-46.6360806,São Paulo
46224948000121,"Avenida RINALDI, 549, JD SYLVIO RINALDI I, Jaguariúna, São Paulo",-22.6830969,-46.9918713,Jaguariúna
32103677000141,"Rua DOUTOR LUIZ MENDES DE ALMEIDA, 663, VILA ESPIRITO SANTO, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
01783154000160,"Avenida INACIO CUNHA LEME, 301, Jardim Suzana, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
03785835000192,"Rua Cambuci do Vale, 52, Cidade Dutra, São Paulo, São Paulo",-23.7142184,-46.7019877,São Paulo
03505961000146,"Avenida Pompeia, 1115, Vila Pompéia, São Paulo, São Paulo",-23.5339352,-46.6874622,São Paulo
31238414000187,"Estrada HENRIQUE ROSA, 670, FINCO (JD TUPA), São Bernardo do Campo, São Paulo",-23.69389,-46.565,São Bernardo do Campo
50562736000121,"Rua MUNICIPAL, 349, Centro, São Bernardo do Campo, São Paulo",-23.7112629,-46.5474498,São Bernardo do Campo
04059651000108,"Rua SANTA BERNADETE, 344, Canhema, Diadema, São Paulo",-23.6728106,-46.6037944,Diadema
68968122000100,"Estrada CEL.JOSE GLADIADOR, 22, Jardim Canaã, São Paulo, São Paulo",-21.76806,-50.77167,Parapuã
10900904000127,"Rua UM, 510, PARQUE DO HORTO, Hortolândia, São Paulo",-22.8535255,-47.1982364,Hortolândia
96422464000327,"Avenida ARNALDO BIAGIOLLI, 151, Pinheirinho, Vinhedo, São Paulo",-23.02972,-46.97528,Vinhedo
96422464000165,"Rua SANTA CRUZ (JD.SANTA ROSA), 500, SANTA ROSA, Vinhedo, São Paulo",-23.02972,-46.97528,Vinhedo
45543915008247,"Rodovia PRESIDENTE CASTELO BRANCO KM 33, SN, Itaqui, Itapevi, São Paulo",-23.54889,-46.93417,Itapevi
10672254000100,"Avenida PAULISTA, 854, Bela Vista, São Paulo, São Paulo",-23.5658304,-46.6508381,São Paulo
33688717000208,"Avenida DAS LETRAS, 659, LOT. VILLA BRANCA, Jacareí, São Paulo",-23.2639515,-45.9453678,Jacareí
21258735000190,"Avenida SAMUEL MARTINS, 1979, Jardim do Lago, Jundiaí, São Paulo",-23.2166175,-46.8633255,Jundiaí
08944502000344,"Avenida 68, 356, JD CIDADE AZUL, Rio Claro, São Paulo",-22.3869334,-47.5792418,Rio Claro
40001127000140,"Avenida MARIA CAVALCANTE DA SILVA, 538, Jardim Samambaia, Praia Grande, São Paulo",-24.00583,-46.40278,Praia Grande
13427394000100,"Rua Duque de Caxias, 21, Campo Grande, Santos, São Paulo",-23.9599623,-46.3415268,Santos
52131824000102,"Avenida NOVE DE JULHO, 3333, ANHANGABAU, Jundiaí, São Paulo",-23.1994672,-46.8896937,Jundiaí
28021619000363,"Rua IOLANDA LATORRE CASCALDI, 40, LOTEAMENTO PARQUE DOS CANARIOS, Itatiba, São Paulo",-23.00583,-46.83889,Itatiba
50381074000193,"Rua DOUTOR EUGENIO DA FONSECA, 383, JARDIM AEROPORTO I, Itu, São Paulo",-23.26417,-47.29917,Itu
21515315000141,"Rua FERNANDO SILVA, 110, Jd Astro, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
15843794000122,"Avenida Benedito Storani, 762, Residencial Aquario, Vinhedo, São Paulo",-23.02972,-46.97528,Vinhedo
52912854000148,"Rua A ESQUINA COM ALAMEDA ALICE, 127, Jardim Convenção, Itu, São Paulo",-23.26417,-47.29917,Itu
10969729000124,"Rua PAES DE LINHARES, 311, Vila Fiori, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
28021619001173,"Rua DAS GARDENIAS, 223, Parque Cecap, Valinhos, São Paulo",-22.949446,-46.9813763,Valinhos
71451926000141,"Avenida MOREIRA CESAR, 308, VILA GRANDINO, Sorocaba, São Paulo",-23.5049803,-47.4635694,Sorocaba
53794749000114,"Avenida EID MANSUR, 18, Parque São George, Cotia, São Paulo",-23.5959976,-46.8511558,Cotia
08982554000143,"Rua Gomes de Carvalho, 1614, Vila Olímpia, São Paulo, São Paulo",-23.5950063,-46.6896149,São Paulo
08924531000182,"Rua Estado da Bahia, 261, São Pedro São Paulo, Salto, São Paulo",-23.2053331,-47.3080198,Salto
22938855000109,"Praça DA INDEPENDENCIA, 218, Centro, Itu, São Paulo",-23.2657218,-47.2983342,Itu
43964873000127,"Rua CACHOEIRA DOURADA, 130, Jardim Maria Estela, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
49311558000187,"Rua PEDRO GUTIERREZ, 228, Jd.Primavera, Várzea Paulista, São Paulo",-23.2104667,-46.8400222,Várzea Paulista
07626424000105,"Avenida CAPITÃO JULIO FRANCO, 390, Rocio, Iguape, São Paulo",-24.70806,-47.55528,Iguape
29974212000151,"Rua DO CRUZEIRO, 37, Centro, Tatuí, São Paulo",-23.3511059,-47.8440746,Tatuí
66888595000503,"Rua JOSE DO CARMO LEITE, 104, Centro, Caieiras, São Paulo",-23.36417,-46.74056,Caieiras
18716429000307,"Rua OTELO ZELONI, 32, PARQUE BELEM, São Paulo, São Paulo",-23.565879,-46.8650012,Carapicuíba
10591884000150,"Rua Aparecida do Taboado, 208, Jardim Paulistano, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
61721734000154,"Avenida FERNANDO COSTA, 2143, Parafuso, Cajati, São Paulo",-24.7297701,-48.135602,Cajati
39324707000199,"Rua INDIARA, 375, JD.ANA MARIA, Cajati, São Paulo",-24.7404227,-48.121226,Cajati
37390347000106,"Avenida MAZZEI, 1160, Vila Mazzei, São Paulo, São Paulo",-23.4723641,-46.5997586,São Paulo
54208956000102,"Avenida IPANEMA, 1338, Jd. Novo Horizonte, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
48389562000103,"Rua ALENCAR ARARIPE, 1435, Sacoma, São Paulo, São Paulo",-23.6130408,-46.5972138,São Paulo
28021619001335,"Rua JOSE CARLOS FERRARI, 79, Residencial Santa Maria, Valinhos, São Paulo",-22.9428235,-46.9990431,Valinhos
37973865000144,"Rua DA PADROEIRA, 298, Centro, Jundiaí, São Paulo",-23.18639,-46.88417,Jundiaí
08944502000263,"Avenida SABURO AKAMINE, 1125, JARDIM MATHEUS MANIERO, Rio Claro, São Paulo",-22.3980124,-47.5936443,Rio Claro
08944502000697,"Rodovia CONSTANTE PERUCHI, 677, BAIRRO DO CASCALHO, Cordeirópolis, São Paulo",-22.48194,-47.45667,Cordeirópolis
02540602000167,"Rua Martim Afonso, 210, Jardim Piratininga, Osasco, São Paulo",-23.5198227,-46.7936859,Osasco
66649112000186,"Avenida Yojiro Takaoka, 4492, Alphaville, Santana de Parnaíba, São Paulo",-23.474602,-46.8636024,Santana de Parnaíba
51578571000149,"Avenida VEREADOR JOSE DONATO, 1385, Vilarejo, Cabreúva, São Paulo",-23.275325,-47.0495177,Cabreúva
53125431000140,"Avenida DRº EPITACIO PESSOA, 241, Embaré, Santos, São Paulo",-23.96083,-46.33361,Santos
03951495000122,"Avenida GONCALO MONTEIRO, 625, CIBRATEL II, Itanhaém, São Paulo",-24.2026378,-46.835336,Itanhaém
28021619001254,"Rua SAO PAULO, 120, Nova Vinhedo, Vinhedo, São Paulo",-23.021575,-46.9864998,Vinhedo
26916462000147,"Rodovia DOM PEDRO I - SP 065, S/N, Centro, Jarinu, São Paulo",-23.10139,-46.72833,Jarinu
54803962000108,"Rodovia FERNAO DIAS KM 41,50, S/N, JARDIM DO ALVINOPOLIS, Atibaia, São Paulo",-23.11694,-46.55028,Atibaia
46100282000108,"Avenida DR ALIPIO FERREIRA, 490, CATIGUA, Piracaia, São Paulo",-23.05389,-46.35806,Piracaia
41649009000105,"Rua SAO JUDAS TADEU, S/N, CAPOAVINHA, Mairiporã, São Paulo",-23.31861,-46.58667,Mairiporã
48464281000160,"Rua BRASIL, 171, Atibaia Jardim, Atibaia, São Paulo",-23.1270049,-46.557701,Atibaia
07468307000160,"Rua FREI CANECA, 569, CONSOLACAO, São Paulo, São Paulo",-23.5541784,-46.6524183,São Paulo
28021619000525,"Rua THOMAZ JASSO, 480, JD.DONA IRMA, Jaguariúna, São Paulo",-22.70556,-46.98583,Jaguariúna
08944502000506,"Rua VEREADOR GUMERCINDO FERNANDES PEREIRA, 1030, JARDIM PARQUE INDUSTRIAL, Santa Gertrudes, São Paulo",-22.4466094,-47.5455028,Santa Gertrudes
50176064000116,"Rua DR LUCIO MALTA, 315, Centro, Jacareí, São Paulo",-23.3038095,-45.9691587,Jacareí
05910352000106,"Avenida IVO MARIO ISAAC PIRES, 10/1,  Das Pedras, Cotia, São Paulo",-23.6277066,-46.9854168,Cotia
73053498000124,"Rua CANA VERDE, 110, JARDIM SILVESTRE, Itaquaquecetuba, São Paulo",-23.48611,-46.34833,Itaquaquecetuba
67439638000102,"Avenida BENTO FIGUEREDO, 275, Vila Marlene, Jundiaí, São Paulo",-23.18639,-46.88417,Jundiaí
02022595000101,"Rua DOUTOR ALBERTO GALLO, 226, CIDADE UNIVERSITARIA II, Campinas, São Paulo",-22.90556,-47.06083,Campinas
14061621000190,"Alameda TERRACOTA, 545, CERAMICA, São Caetano do Sul, São Paulo",-23.626174,-46.5788138,São Caetano do Sul
44480747000160,"Avenida PARADA PINTO, 2262, Vila Nova Cachoeirinha, São Paulo, São Paulo",-23.47337,-46.6669789,São Paulo
43559079000106,"Avenida ROLAND GARROS, 1765, Jd.Brasil, São Paulo, São Paulo",-23.4756552,-46.5718114,São Paulo
10559432000190,"Rua ROSEIRA, 35, PARQUE RECANTO MONICA, Mogi das Cruzes, São Paulo",-23.52278,-46.18833,Mogi das Cruzes
20305054000172,"Rua EDMILSON RODRIGUES MARCELINO, 976, Cidade Miguel Brada, Suzano, São Paulo",-23.5425,-46.31083,Suzano
08369002000164,"Avenida JARDIM JAPAO, 1284, Jardim Brasil, São Paulo, São Paulo",-23.4793728,-46.5819262,São Paulo
68129121000171,"Rua CAPITÃO MOR PASSOS, 228, Pari, São Paulo, São Paulo",-23.527587,-46.6153585,São Paulo
29033520000182,"Rua LIBERO BADARO, 480, Centro, São Paulo, São Paulo",-21.2639265,-48.5110736,Monte Alto
43633545000148,"Avenida ANTONIO SEGRE, 504, Ponte de Campinas, Jundiaí, São Paulo",-23.1766107,-46.8982122,Jundiaí
08944502000182,"Avenida DOS COSTAS, 1801, JARDIM RESIDENCIAL DAS PALMEIR, Rio Claro, São Paulo",-22.4357046,-47.5822843,Rio Claro
67825018000101,"Rua ITAJUIBE, 1168, Jd. Nelia, São Paulo, São Paulo",-23.4331119,-46.4277298,Guarulhos
05110816000191,"Rua JOAO MARIANO FERREIRA, 164, Centro, Itanhaém, São Paulo",-24.18306,-46.78889,Itanhaém
00859326000179,"Rua BANDEIRANTES, 605, João B.Julião, Guarujá, São Paulo",-23.9830219,-46.2060406,Guarujá
03977091000108,"Avenida Clara Gianotti de Souza, 560, Centro, Registro, São Paulo",-24.4956396,-47.8463054,Registro
29846798000179,"Rua HERCULANO RICARDO, 685, JD.APARECIDA, Sete Barras, São Paulo",-24.3821915,-47.9244964,Sete Barras
59290270000127,"Rua VOTORANTIM, 311, Barcelona, São Caetano do Sul, São Paulo",-23.6191958,-46.5520096,São Caetano do Sul
11813940000116,"Estrada GOVERNO, DO, s/n, Pouso Alegre, Franco da Rocha, São Paulo",-23.3344663,-46.7254136,Franco da Rocha
49612115000126,"Rua Do Retiro, 2235, Vila das Hortencias, Jundiaí, São Paulo",-23.1793859,-46.9074326,Jundiaí
06949388000158,"Rua CIDADE DE SAO SEBASTIAO, 201, JARDIM WALLACE SIMONSEN, São Bernardo do Campo, São Paulo",-23.709775,-46.5395554,São Bernardo do Campo
05690736000152,"Rua Major Murzilho, 96, Centro, Bom Jesus dos Perdões, São Paulo",-23.135,-46.46528,Bom Jesus dos Perdões
28021619000282,"Estrada MUNICIPAL DA CAPELA, S/N, VISTA ALEGRE, Vinhedo, São Paulo",-23.02972,-46.97528,Vinhedo
06159713000189,"Avenida Onze de Junho, 744, Vila Clementino, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
59969948000100,"Rua ANGELO AIROLDI, 167, JARDIM CENTENARIO, Jandira, São Paulo",-23.5275,-46.9025,Jandira
14223367000189,"Estrada MUNICIPAL DO CAPUTERA, 333, RESSACA, Cotia, São Paulo",-23.60389,-46.91917,Cotia
18234665000125,"Rua PERNAMBUCO, 18, Vila Sanches, Juquiá, São Paulo",-24.3152139,-47.6323946,Juquiá
21138006000108,"Rua CHILE, 250, Jd.Cardoso de Freitas, Cajati, São Paulo",-24.7204053,-48.0979843,Cajati
45959917000156,"Rua CAIUBI, 433, JARDIM PILAR, Santo André, São Paulo",-23.6844381,-46.5392872,Santo André
32162092000100,"Rodovia AYRTON SENNA DA SILVA, SN, JARDIM MARIA ELIZA, Itaquaquecetuba, São Paulo",-23.48611,-46.34833,Itaquaquecetuba
60384682000105,"Avenida ELISEO CORDEIRO DE SIQUEIRA, 961/963, Jardim Santo Elias, São Paulo, São Paulo",-7.76667,-72.6,Cruzeiro do Sul
43290707000192,"Rua ANTONIO FURQUIM, 220, JACARE, Cabreúva, São Paulo",-23.2460826,-47.0575519,Cabreúva
37071285000161,"Rua MANOEL JOSE DE CARVALHO, 155, JARDIM SANTA GERTRUDES, Jundiaí, São Paulo",-23.2531631,-46.8549486,Jundiaí
61755450000189,"Rua Nestor Pestana, 40, Consolação, São Paulo, São Paulo",-23.55242,-46.65735,São Paulo
08263086000157,"Avenida ARMANDO FERRENTINI, 406, Aclimação, São Paulo, São Paulo",-23.5746722,-46.6351096,São Paulo
04713691000121,"Rua JOÃO TEODORO, 842, Brás, São Paulo, São Paulo",-23.5345723,-46.6244535,São Paulo
56389321000184,"Rua DO RETIRO, 2173, VILA VIOTTO, Jundiaí, São Paulo",-23.1827765,-46.9008306,Jundiaí
08961223000127,"Rua PRESIDENTE ARTHUR DA COSTA E SILVA, 453, Parque São Vicente, Mauá, São Paulo",-22.7321,-43.36924,Belford Roxo
06335956000120,"Rodovia MARIO TONOLI, 177, EST.HIDRO MINERAL SANTA ELIZA, Itupeva, São Paulo",-23.15306,-47.05778,Itupeva
61452280000163,"Rua Teodoro Sampaio, 473, Pinheiros, São Paulo, São Paulo",-23.5562987,-46.6752444,São Paulo
10282532000112,"Rua DR. ULPIANO DA COSTA MANSO, 151, Butantã, São Paulo, São Paulo",-23.57374,-46.71936,São Paulo
47240743000100,"Rua GUARICANGA, 321, Lapa, São Paulo, São Paulo",-23.5227167,-46.7104308,São Paulo
21010503001009,"Rua DOS FUNDADORES, 463, PRAIA DO SONHO, Itanhaém, São Paulo",-24.18306,-46.78889,Itanhaém
21010503001270,"Avenida MARCOLINO XAVIER DE CARVALHO, 313, CIDADE NAUTICA, São Vicente, São Paulo",-23.9430138,-46.417987,São Vicente
00275098000190,"Rua PROF. OTAVIO ROCHA, 151, Jardim Triunfo, Pedreira, São Paulo",-22.74194,-46.90139,Pedreira
22781502000130,"Rua GASTAO DE SOUXA OLIVEIRA, 422, Quietude, Praia Grande, São Paulo",-24.00583,-46.40278,Praia Grande
51533782000165,"Rua RIO BRANCO, 960, Centro, Registro, São Paulo",-24.498679,-47.8526184,Registro
54905543000187,"Rua QUARTO, 119, Jardim dos Prados, Peruíbe, São Paulo",-24.32,-46.99833,Peruíbe
66609546000152,"Avenida Independencia, 1136, Rocio, Cananéia, São Paulo",-25.0069457,-47.9313292,Cananéia
45877252000131,"Estrada LUIZ MARSON, 381, Batistini, São Bernardo do Campo, São Paulo",-23.7485643,-46.5826605,São Bernardo do Campo
56963960000101,"Avenida Satelite, 559 A, Cidade Satelite (São Mateus), São Paulo, São Paulo",-23.60583,-46.47889,São Paulo
21010503000541,"Avenida PREFEITO PRESTES MAIA, 20, Esplanada dos Barreiros, São Vicente, São Paulo",-23.96306,-46.39194,São Vicente
28021619000100,"Avenida ROSA BELMIRO RAMOS, 92, Ortizes, Valinhos, São Paulo",-22.9780597,-46.9888118,Valinhos
09116528000103,"Rua Ibirapuera, 20, Parque Jurema, Guarulhos, São Paulo",-23.4465622,-46.4110879,Guarulhos
20128572000168,"Rua SALUSTINO GREGORIANO LEITE, 142, VILA FLORINDO, Juquiá, São Paulo",-24.32083,-47.63472,Juquiá
01129624000176,"Rua AMARO J ANDRADE, 428, JD.MARIA PAULINA, Boituva, São Paulo",-23.28333,-47.67222,Boituva
12038869000104,"Rua ALAGOINHA, 998, Jardim Mutinga, Barueri, São Paulo",-23.5055776,-46.8092969,Osasco
50633570000197,"Rua MANAUS, 395, Rochdale, Osasco, São Paulo",-23.5049491,-46.7769148,Osasco
62590641000109,"Avenida CACHOEIRA, 125, Vl. Pindorama, Barueri, São Paulo",-23.4903445,-46.8786169,Barueri
09223114000175,"Rua PRESIDENTE CASTELO BRANCO, 174, Jardim Sorocabano, Jandira, São Paulo",-23.534615,-46.9056476,Jandira
51556678000196,"Avenida Eng.Soares de Camargo, 349, Jardim Hercilia, São Paulo, São Paulo",-23.5399002,-46.5029158,São Paulo
51640274000186,"Rua OSVALDO COCRANE, 60, Embaré, Santos, São Paulo",-23.96083,-46.33361,Santos
59007557000105,"Rua MARECHAL DEODORO DA FONSECA, 240, Centro, Cabreúva, São Paulo",-23.3069129,-47.1334429,Cabreúva
58539253000118,"Rua SAO LUCAS EVANGELISTA, 236, JARDIM CIBELE, Carapicuíba, São Paulo",-23.52272,-46.835,Carapicuíba
04643194000102,"Rua HEBERT DE SOUZA - BETINHO, 112, Portal D'Oeste, Osasco, São Paulo",-23.5325,-46.79167,Osasco
43550702000151,"Rua DRONSFIELD, 47, Lapa, São Paulo, São Paulo",-23.5187703,-46.7053525,São Paulo
24071844000191,"Rua PROFESSOR JOSE AZEVEDO MINHOTO, 378, VILA QUITAUNA (KM18), Osasco, São Paulo",-23.5298717,-46.7942864,Osasco
50876762000124,"Rua BARCELONA, 414, Jaguaré, São Paulo, São Paulo",-23.5440225,-46.7487484,São Paulo
