Endereço Completo,Latitude,Longitude,Região
"Rua Americo Vespucio, 12, Parque Imperial, Barueri, São Paulo",-23.4804833,-46.8052982,Barueri
"Avenida Irmãos Adorno, 449, Sítio Do Campo, Praia Grande, São Paulo",-24.00583,-46.40278,Praia Grande
"Rua Jose Luiz Flaquer, 291, Eden, Sorocaba, São Paulo",-23.4175869,-47.4157972,Sorocaba
"Rua Dolores De Aquino, 640, Jundiapeba, Mogi Das Cruzes, São Paulo",-23.54629,-46.2499707,Mogi das Cruzes
"Praça Da Independencia, 31, Centro, Itu, São Paulo",-23.2646325,-47.2972233,Itu
"Rua Odair Muller De Azevedo Marques, 141, Vila Margarida, São Vicente, São Paulo",-23.96306,-46.39194,São Vicente
"Rua 15 De Novembro, 735, Centro, Pedreira, São Paulo",-23.4917837,-46.3435262,Itaquaquecetuba
"Rua Benedito Egídio Barbosa, 11, Vila Brasilândia, São Paulo, São Paulo",-23.4598445,-46.6986945,São Paulo
"Avenida Doutor Januario Miraglia, 608, Vila Jaguaribe, Campos Do Jordão, São Paulo",-22.7437125,-45.5964598,Campos do Jordão
"Avenida Prof. Fco . Morato, 946, V Sonia, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Avenida Francisco De Almeida, 208, Pouso Alegre, Piracaia, São Paulo",-23.0492139,-46.343872,Piracaia
"Rua Alcantara, 805, Vila Maria, São Paulo, São Paulo",-23.5227677,-46.5924086,São Paulo
"Avenida Quarentenario, 310, Jardim Irma Dolores, São Vicente, São Paulo",-23.96306,-46.39194,São Vicente
"Rua Maria Candida Teixeira Lacerda, 615, Vila Veloso, Carapicuíba, São Paulo",-23.52272,-46.835,Carapicuíba
"Rua Itibere Da Cunha, 159, Samambaia, Praia Grande, São Paulo",-24.0327245,-46.5256038,Praia Grande
"Rua Santos Dumont, 205, Estuario, Santos, São Paulo",-23.96083,-46.33361,Santos
"Avenida Engenheiro George Corbisier, 273, Jabaquara, São Paulo, São Paulo",-23.6392403,-46.6419503,São Paulo
"Avenida 24 De Dezembro, 560, Estação, Peruíbe, São Paulo",-24.32,-46.99833,Peruíbe
"Rua Batista Cepelos, 25, Centro, Cotia, São Paulo",-23.60389,-46.91917,Cotia
"Rua Julio Ribeiro, 243, Bras, São Paulo, São Paulo",-23.5372628,-46.6197338,São Paulo
"Rua Santo Antonio, 569, Bela Vista, São Paulo, São Paulo",-23.3731639,-45.6717908,Paraibuna
"Rua Santo Antonio, 543, Bela Vista, São Paulo, São Paulo",-23.3731639,-45.6717908,Paraibuna
"Rua Vicente Celestino, 184, Parque Mirante Da Mata, Cotia, São Paulo",-23.6176627,-46.9548532,Cotia
"Estrada Da Agua Espraiada, 2713, Chac.Tropical (Caucaia Alto), Cotia, São Paulo",-23.60389,-46.91917,Cotia
"Avenida Nossa Senhora Do Carmo, 2058, Carmo Messias, Ibiúna, São Paulo",-23.741308,-47.0546442,Ibiúna
"Rua Casper Libero, 491, Pauliceia, São Bernardo Do Campo, São Paulo",-23.6673537,-46.5941037,São Bernardo do Campo
"Rua Quinze De Piracicaba, 19, Jardim Sandra, Cotia, São Paulo",-23.60389,-46.91917,Cotia
"Avenida Doutor Bernardino De Campos, 446, Campo Grande, Santos, São Paulo",-23.9608123,-46.3383508,Santos
"Avenida Assembleia, 16, Jardim Miriam, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Duilio, 636, Agua Branca, São Paulo, São Paulo",-23.5254777,-46.6931616,São Paulo
"Rua Jose Manoel De Almeida, 669, Jd. Europa, Vargem Grande Paulista, São Paulo",-21.83222,-46.89361,Vargem Grande do Sul
"Avenida Tenente Marques, 4131, Ipes (Polvilho), Cajamar, São Paulo",-23.4094528,-46.8418675,Cajamar
"Avenida Mascote, 429, Vila Mascote, São Paulo, São Paulo",-23.6486173,-46.6656941,São Paulo
"Estrada Fazenda Sao Joaquim, 29, Vila Ota, Rio Grande Da Serra, São Paulo",-23.747989,-46.3746945,Rio Grande da Serra
"Avenida Gregorio Bezerra, 400, Jardim Iv Centenário, São Paulo, São Paulo",-23.7066222,-46.6876047,São Paulo
"Rua Bela Vista, 54, Jardim Prainha, São Paulo, São Paulo",-23.1979389,-46.8131823,Várzea Paulista
"Rua Benedito Pereira Goulart, 282, Centro, São Bento Do Sapucaí, São Paulo",-22.68889,-45.73083,São Bento do Sapucaí
"Rua Adelio Pazinatto, 251, Jardim Aeroporto I, Itu, São Paulo",-23.26417,-47.29917,Itu
"Avenida Nascer Do Sol, 658, Conjunto Habitacional Santa Et, São Paulo, São Paulo",-22.0,-49.0,Iacanga
"Avenida Nacoes, Das, 1600, Parque Novo Oratorio, Santo André, São Paulo",-23.6408129,-46.4989662,Santo André
"Rua Joao De Camargo, 352, Pq Res Novo Mundo, Boituva, São Paulo",-23.2628736,-47.6716318,Boituva
"Rua Lino Pinto Dos Santos, 22, Jardim Felicidade, São Paulo, São Paulo",-23.496228,-46.726804,SAO PAULO
"Avenida Caraita, 194, Centro, Eldorado, São Paulo",-24.52,-48.10806,Eldorado
"Rua Alvaro Do Vale, 412, Ipiranga, São Paulo, São Paulo",-23.5988682,-46.5962176,São Paulo
"Avenida Deputado Emilio Carlos, 1129, Limão, São Paulo, São Paulo",-23.496022,-46.6772285,São Paulo
"Via Rodovia Prefeito Quintino De Lima Km 6, Sn, Canguera, São Roque, São Paulo",-23.605259,-47.165196,SAO ROQUE
"Avenida Do Café, 156, Vila Guarani, São Paulo, São Paulo",-23.635652,-46.6399683,São Paulo
"Rua Lagoa Seca, 660, Jardim Triunfo, Guarulhos, São Paulo",-23.41433,-46.4037699,Guarulhos
"Rua Andrelino Jose Pedroso, 181, Cerrado, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
"Avenida Lico Maia, 552, Cerraria, Diadema, São Paulo",-23.6992148,-46.6104069,Diadema
"Avenida Jose Barbosa De Siqueira, 1026, Jardim Padroeira I, Osasco, São Paulo",-23.5490857,-46.8086203,Osasco
"Avenida Laurita Ortega Mari, 1973, Pq. Pinheiros, Taboão Da Serra, São Paulo",-23.6288874,-46.7824264,Taboão da Serra
"Rua Manicoba, 880, Jardim Umarizal, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Sebastião Ribeiro, 28, Jardim Sta.Lucia-Capão Redondo, São Paulo, São Paulo",-23.6629,-47.6209,Salto de Pirapora
"Rua Inacio Cervantes, 1199, Parque Ipê, São Paulo, São Paulo",-23.5937742,-46.7971128,São Paulo
"Rua Mourato Coelho, 1458, Pinheiros, São Paulo, São Paulo",-23.5554328,-46.6928898,São Paulo
"Rua Rodrigo Fernandes, Lt 21, Jd. Santa Paula, Guarulhos, São Paulo",-23.46278,-46.53333,GUARULHOS
"Rua Dr.Luiz Mendes De Almeida, 527, Largo Do Divino, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
"Avenida Brasilia, 581, Campanário, Diadema, São Paulo",-23.6682373,-46.6185895,Diadema
"Rua Paraguacu, 544, Perdrizes, São Paulo, São Paulo",-23.5338774,-46.6672178,São Paulo
"Rua Carlos Magalhaes, 283, Vila Andrade, São Paulo, São Paulo",-23.21725,-46.00151,Jacareí
"Rua José Antonio Nunes, 198, Jardim Henrique Boccolini, Juquitiba, São Paulo",-23.9333584,-47.0700715,Juquitiba
"Avenida Engenheiro Heitor Antonio Eiras Garcia, 5985, Jardim Esmeralda, São Paulo, São Paulo",-23.5916859,-46.7749208,São Paulo
"Avenida Paulo Ayres, 470, Parque Pinheiros, Taboão Da Serra, São Paulo",-23.6204209,-46.7853307,Taboão da Serra
"Rua Geraldo De Araujo Santos, 87, Jd.Beatriz, Taboão Da Serra, São Paulo",-23.6197473,-46.7716109,Taboão da Serra
"Rua Sebastiao Gregorini, 36, Centro, Juquitiba, São Paulo",-23.93167,-47.06833,Juquitiba
"Rua Fernão Dias, 579, Pinheiros, São Paulo, São Paulo",-23.5663331,-46.6954353,São Paulo
"Rua Firmino Martins, 10, Metalúrgicos, Osasco, São Paulo",-23.5325,-46.79167,Osasco
"Rua Secundino Domingues, 70, Vila Prudente, São Paulo, São Paulo",-23.58845,-46.5798,São Paulo
"Rua Conde Prates, 111, Mooca, São Paulo, São Paulo",-23.5664331,-46.5979351,São Paulo
"Avenida Raimundo Pereira De Magalhaes, 2541, Jardim Iris, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Isabel Dias, 47, Alto Da Mooca, São Paulo, São Paulo",-23.55801,-46.59508,São Paulo
"Rua Manaias, 245, Vila Zelina, São Paulo, São Paulo",-23.5893222,-46.5760476,São Paulo
"Rua Jose Zappi, 57, Vila Prudente, São Paulo, São Paulo",-23.5806907,-46.5855316,São Paulo
"Rua Das Heras, 470, Vila Lucia, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Azevedo Soares, 2700, Vila Gomes Cardim, São Paulo, São Paulo",-23.5482754,-46.563284,São Paulo
"Avenida Jose Machado Rosa, 384, Itatinga, São Sebastião, São Paulo",-23.8103485,-45.4142886,São Sebastião
"Avenida Octavio Augusto Rangel, 478, Jardim Toledo, Votorantim, São Paulo",-23.5256865,-47.4414441,Votorantim
"Rua Sao Miguel Do Tapuio, 49, Jardim Peri, São Paulo, São Paulo",-23.4536671,-46.6639692,São Paulo
"Rua Rola Cabocla, 462, Vila Cosmopolita, São Paulo, São Paulo",-23.562324,-46.4221435,São Paulo
"Avenida Alto Beni, 345, Vila Cosmopolita, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Doutor Aaltino Arantes, 1014, Jd Guadalupe, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
"Estrada Dom Joao Neri, 2411, Jardim Bartira, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Jequirituba, 2350, Jardim Castro Alves, São Paulo, São Paulo",-23.6879,-47.6693,Salto de Pirapora
"Rua Alberto Borges Soveral, 09, Pq.Novo Santo Amaro, São Paulo, São Paulo",-23.6924523,-46.7832438,São Paulo
"Rua Francisco Inacio Solano, 206, Cantinho Do Ceu, São Paulo, São Paulo",-23.7424958,-46.6618167,São Paulo
"Estrada Guavirutuba, 1199, Vila Bom Jardim, São Paulo, São Paulo",-24.18333,-47.61667,Juquiá
"Avenida Sapopemba, 1304, Vila Leme, São Paulo, São Paulo",-23.38083,-48.73085,Paranapanema
"Avenida Jardim Japao, 451, Jardim Brasil, São Paulo, São Paulo",-23.4861636,-46.5784059,São Paulo
"Avenida Dom Pedro Ii, 70, Jardim Imperial, Atibaia, São Paulo",-23.144885,-46.5797268,Atibaia
"Rua Padre Cicero Romao Batista, 234, Parque Imperial, Barueri, São Paulo",-23.4886307,-46.8133445,Barueri
"Rua Antonio Camardo, 700, Tatuapé, São Paulo, São Paulo",-23.5489677,-46.5607487,São Paulo
"Rua Dr. Nuno Silva, 220, Centro, Eldorado, São Paulo",-24.52,-48.10806,Eldorado
"Rua Francisco Toscano, 10, Parque Das Rosas, Itu, São Paulo",-23.2798294,-47.298724,Itu
"Rua Pio Xi, 2360, Lapa, São Paulo, São Paulo",-23.5406793,-46.7169032,São Paulo
"Rua Prefeito Antonio Garrido, 252, Jordanesia, Cajamar, São Paulo",-23.3362606,-46.8392834,Cajamar
"Avenida Fiorelli Peccicacco, 323, Vila Fanton, São Paulo, São Paulo",-23.4047725,-46.7411747,São Paulo
"Avenida Raimundo Pereira De Magalhaes, 12590, Pirituba, São Paulo, São Paulo",-23.4916534,-46.7322256,São Paulo
"Rua Thomaz Antonio Villani, 205, Vila Santa Maria, São Paulo, São Paulo",-23.00263,-49.89123,Ourinhos
"Avenida Mutinga, 2426, Pirituba, São Paulo, São Paulo",-23.4855633,-46.7459339,São Paulo
"Avenida Elisio Teixeira Leite, 1095, Vila Brasilandia, São Paulo, São Paulo",-23.4570932,-46.714201,São Paulo
"Rua Parapua, 1729, Itaberaba, São Paulo, São Paulo",-21.9278104,-50.7385646,Bastos
"Rua Dr. Heitor Do Nascimento, 30, Moinho Velho, São Paulo, São Paulo",-23.496633,-46.704758,SAO PAULO
"Rua Brilhante, 380, Jardim Mutinga, Osasco, São Paulo",-23.5051979,-46.7737941,Osasco
"Avenida Moacir Da Silveira, 1035, Jardim Isaura, Santana De Parnaíba, São Paulo",-23.4798612,-46.8921049,Santana de Parnaíba
"Rua Seraphin Gilberto Candello, 1519, Jd Sao Conrado, Indaiatuba, São Paulo",-23.08842,-47.2119,Indaiatuba
"Avenida Sapopemba, 7911, Jardim Adutora, São Paulo, São Paulo",-23.5968387,-46.5226399,São Paulo
"Rua Seriemas, Das, 550, Vila Mathiesen, Americana, São Paulo",-22.7679745,-47.3267778,Americana
"Via De Acesso Rod.Joao Bat.Furquim, 180, Rodeio, São Bento Do Sapucaí, São Paulo",-22.68889,-45.73083,São Bento do Sapucaí
"Rua Araritaguaba, 35, Vila Maria Alta, São Paulo, São Paulo",-23.5139012,-46.583372,São Paulo
"Rua Tapajós, 80, Centro, São Bernardo Do Campo, São Paulo",-23.6991131,-46.5502833,São Bernardo do Campo
"Rua Das Palmeiras, 278, Vila Buarque, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Humberto I, 545, Vila Mariana, São Paulo, São Paulo",-23.5848574,-46.6421213,São Paulo
"Rua Ushima Kira, S/N, Granja Viana, Cotia, São Paulo",-23.5920398,-46.8348449,Cotia
"Praça Andre Nunes, 80, Vila Das Merces, São Paulo, São Paulo",-23.6307077,-46.6045437,São Paulo
"Rua Fenicia, 144, Parque Novo Oratório, Santo André, São Paulo",-23.6292226,-46.4987878,Santo André
"Rua Barao De Ladario, 312, Bras, São Paulo, São Paulo",-23.5393113,-46.6190086,São Paulo
"Avenida Sao Paulo, 247, Cidade Intercap, Taboão Da Serra, São Paulo",-23.6056227,-46.779056,Taboão da Serra
"Avenida Conselheiro Carrao, 1306, Vila Carrao, São Paulo, São Paulo",-23.5430969,-46.5476141,São Paulo
"Avenida Manoel Isidoro Martins, 1084, Cidade Martins, Guarulhos, São Paulo",-23.43149,-46.51214,Guarulhos
"Avenida Onze De Junho, 1049, Vila Clementino, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Padre Leonardo, 419, Aeroporto, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Emilia Pires, 365, Centro, Embu-Guaçu, São Paulo",-23.8294539,-46.8169557,Embu-Guaçu
"Rua Benedito Egidio Barbosa, 176, Brasilandia, São Paulo, São Paulo",-23.4598445,-46.6986945,São Paulo
"Avenida Itaberaba, 4418, Itaberaba, São Paulo, São Paulo",-23.474322,-46.668385,São Paulo
"Avenida Eulina, 145, Jardim Primavera, São Paulo, São Paulo",-23.1825,-46.5775,Atibaia
"Avenida Nova Cantareira, 3381, Tucuruvi, São Paulo, São Paulo",-23.47093,-46.617617,São Paulo
"Rua Luzia Eufrozina Soares Valverde, 18, Jardim Novo Mundo, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
"Avenida Conselheiro Carrao, 3.264, V Carrão, São Paulo, São Paulo",-23.5392496,-46.5535832,São Paulo
"Praça São Paulo, 97, Centro, Itupeva, São Paulo",-23.1521891,-47.0570231,Itupeva
"Rua João Sabio Gonçalves, 132, Jardim Ana Luiza, Itupeva, São Paulo",-23.1582683,-47.0422031,Itupeva
"Rua Silvio Benvegnu, 104, Santo Anonio, Louveira, São Paulo",-23.0890985,-46.975001,Louveira
"Avenida Francisco Nobre, 100, Medeiros, Jundiaí, São Paulo",-23.187837,-46.9845899,Jundiaí
"Rua Pedro Escobar, 619, Grajau, São Paulo, São Paulo",-23.752215,-46.6665395,São Paulo
"Rua Esmael Francisco Dos Santos, 190, Caraguava, Peruíbe, São Paulo",-24.32,-46.99833,Peruíbe
"Avenida Dr Tancredo De Almeida Neves, 2397, Cid.Balnearia Nova Peruibe, Peruíbe, São Paulo",-24.32,-46.99833,Peruíbe
"Rua Do Retiro, 2400, Vila Das Hortencias, Jundiaí, São Paulo",-23.1796942,-46.9056674,Jundiaí
"Rua Paim, 201, Bela Vista, São Paulo, São Paulo",-23.5544616,-46.6500849,São Paulo
"Avenida Antonio Pincinato, 21, Recanto Quarto Centenario, Jundiaí, São Paulo",-23.1838238,-46.9281076,Jundiaí
"Avenida Peruibe, 31, Balneario Sao Joao Batista 2, Peruíbe, São Paulo",-24.2999496,-46.9892214,Peruíbe
"Rua Remulo Zoppi, 505, Vila Georgina I, Indaiatuba, São Paulo",-23.0785522,-47.2069032,Indaiatuba
"Rua Theodoro Mantoanelli, 52, Itaici, Indaiatuba, São Paulo",-23.1070653,-47.182188,Indaiatuba
"Rua Indaias, Dos, 918, Santa Cruz, Indaiatuba, São Paulo",-23.08842,-47.2119,Indaiatuba
"Avenida Vereador Jose Donato, 1193, Vilarejo, Cabreúva, São Paulo",-23.2440302,-47.0573721,Cabreúva
"Avenida Casper Libero, 954, Jardim Santa Cruz, Salto, São Paulo",-23.20083,-47.28694,Salto
"Rua Carlos Sthal, 18, Residencial Monte Verde, Indaiatuba, São Paulo",-23.1047535,-47.2338758,Indaiatuba
"Rua Nicola Felice, 36, Parque Paraiso, Itapecerica Da Serra, São Paulo",-23.71694,-46.84917,Itapecerica da Serra
"Estrada Fazendinha, 281, Pousada Dos Bandeirantes, Carapicuíba, São Paulo",-23.52272,-46.835,Carapicuíba
"Rua Ercilia Martins Cruz, 207, Vila Nova Louveira, Louveira, São Paulo",-23.08639,-46.95056,Louveira
"Rua Benedita Dornellas Claro, 151, Vila Maria Alta, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Eugenio Bosser, 18, Jardim Sapopemba, São Paulo, São Paulo",-23.59556,-46.52472,São Paulo
"Rua Cardon, 831, Vila Progresso (Zona Leste), São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Baltazar Borges (Jd Lavínia), 15, Assunção, São Bernardo Do Campo, São Paulo",-23.69389,-46.565,São Bernardo do Campo
"Rua Louveira, 541, Jardim Marilena, Guarulhos, São Paulo",-23.423113,-46.4937482,Guarulhos
"Rua Das Rosas, 495, Mirandópolis, São Paulo, São Paulo",-23.6061623,-46.6415406,São Paulo
"Avenida Presidente Juscelino, 333, Piraporinha, Diadema, São Paulo",-23.6830194,-46.5922176,Diadema
"Rua Otavio Tarquinio De Souza, 268, Aeroporto, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Arbela, 1004, Cidade Antonio Estevao De Carv, São Paulo, São Paulo",-23.5258595,-46.4698864,São Paulo
"Avenida Luís Stamatis, 431, Jaçanã, São Paulo, São Paulo",-23.4669058,-46.5811562,São Paulo
"Avenida São Jose Dos Campos, 262, Centro, Paraibuna, São Paulo",-23.3831094,-45.6650429,Paraibuna
"Rua Nossa Senhora Aparecida, 31, Vila Das Malvinas, Guarulhos, São Paulo",-23.4595654,-46.5081069,Guarulhos
"Avenida Cassiopeia, 591, Jardim Satelite, São José Dos Campos, São Paulo",-23.2298571,-45.8861203,São José dos Campos
"Avenida Lins De Vasconcelos, 733, Cambuci, São Paulo, São Paulo",-23.5734968,-46.6229475,São Paulo
"Rua Joaquim Severino Alves, 48, Vila Menk, Osasco, São Paulo",-23.4989217,-46.7711929,Osasco
"Rua Olavo Egidio, 534, Santana, São Paulo, São Paulo",-23.5002484,-46.6204722,São Paulo
"Avenida Ayrton Senna Da Silva, 450, Vila Jaquitibas, Campinas, São Paulo",-22.90556,-47.06083,Campinas
"Avenida Mazzei, 1209, Vila Mazzei, São Paulo, São Paulo",-23.4719455,-46.5994511,São Paulo
"Avenida José Herculano, 7040, Porto Novo, Caraguatatuba, São Paulo",-23.6946544,-45.4422191,Caraguatatuba
"Rua Arnaldo Rodrigues, 245, Vila Mateo Bei, São Vicente, São Paulo",-23.9659702,-46.4115062,São Vicente
"Avenida Comendador Dante Carraro, 576, Cidade Ariston Estela Azevedo, Carapicuíba, São Paulo",-23.5340401,-46.8534601,Carapicuíba
"Rua Itororó, 74, Jd. Paulista, São José Dos Campos, São Paulo",-23.17944,-45.88694,São José dos Campos
"Avenida Ricardo Bassoli Cezare, 1567, Jardim Das Bandeiras, Campinas, São Paulo",-22.9495493,-47.0928675,Campinas
"Rua Sete Lagos, 190, Chacaras Reunidas, São José Dos Campos, São Paulo",-23.2541491,-45.9313672,São José dos Campos
"Rua Lucila Da Rocha, 30, Casa Verde Media, São Paulo, São Paulo",-23.50342,-46.664454,SAO PAULO
"Avenida Raimundo Pereira De Magalhaes, 1600, Jd.Iris, São Paulo, São Paulo",-23.5059366,-46.7161322,São Paulo
"Rodovia Raposo Tavares, S/N, Centro, Votorantim, São Paulo",-23.54667,-47.43778,Votorantim
"Avenida Pavão, 61, Recanto Do Paraiso, São Paulo, São Paulo",-23.6083178,-45.3511302,Caraguatatuba
"Rua Joao Ribeiro De Barros, 1411, Vila Odim Antao, Sorocaba, São Paulo",-23.4707582,-47.4550598,Sorocaba
"Rua Claudio Manoel Da Costa, 43, Parque Imperial, Barueri, São Paulo",-23.4831217,-46.8053765,Barueri
"Rua Conselheiro Moreira De Barros, 240, Santana, São Paulo, São Paulo",-23.4965576,-46.6280895,São Paulo
"Rua Ubirajara, 274, Vila Gabriel, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
"Praça Das Professoras, 07, Cidade Ae Carvalho, São Paulo, São Paulo",-20.48333,-50.01667,Votuporanga
"Avenida General Penha Brasil, 1304, Vila Nova Cachoeirinha, São Paulo, São Paulo",-23.48442,-46.6586,São Paulo
"Praça 14 Bis, 26, Bela Vista, São Paulo, São Paulo",-23.5554462,-46.650081,São Paulo
"Avenida São Paulo, 88, Chácara Gaivota, São Paulo, São Paulo",-23.2195694,-47.9448753,Cesário Lange
"Avenida Dos Latinos, 1264, Jd. Santa Terezinha, São Paulo, São Paulo",-23.36667,-49.16667,Itaí
"Avenida Miro Atilio Peduzzi (4 A Divisao), 412, Tanque Caio, Ribeirão Pires, São Paulo",-23.6498005,-46.3663212,Ribeirão Pires
"Avenida Afonso Pena, 336, Macuco, Santos, São Paulo",-23.9593759,-46.3191609,Santos
"Estrada Mario Freitas Da Silva -Mato Dentro S/N, 5, Mato Dentro, Mairiporã, São Paulo",-23.2885142,-46.6311519,Mairiporã
"Rua Passaro Preto, 759, Vila Paulistania, São Paulo, São Paulo",-23.6422001,-45.4375369,Caraguatatuba
"Rua Delfino Facchina, 628, Americanopolis, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Florianopolis, 247, Vila Ribeiropolis, Registro, São Paulo",-24.4989854,-47.8452091,Registro
"Estrada Canal Da Cocaia, 2832, Parque Residencial Cocaia, São Paulo, São Paulo",-23.738973,-46.666526,São Paulo
"Rua Mussi Jorge Antonio, 314, Jardim Amazonas, Suzano, São Paulo",-23.6483044,-46.3141634,Suzano
"Rua Sebastiao Moreira, 320, Parque Palmeiras, Suzano, São Paulo",-23.642015,-46.3254909,Suzano
"Avenida Engenheiro Armando De Arruda Pereira, 4.684, Vila Do Encontro, São Paulo, São Paulo",-23.6531957,-46.6369427,São Paulo
"Avenida Antonelo Da Messina, 1213, Sítio Do Piqueri, São Paulo, São Paulo",-23.4555826,-46.5899705,São Paulo
"Rua Osvaldo Ramos, 100, Parque Mikail, Guarulhos, São Paulo",-23.46278,-46.53333,GUARULHOS
"Rua Porto Alegre, 540, Rochdale, Osasco, São Paulo",-23.5119988,-46.779681,Osasco
